,defence_scored_average,points_scored_average,sal_diff,in_win_diff,out_win_diff,difference,total_points,target_flag
827,192.0,227.0,23746992.0,-2.0,22.0,17,227,1.0
828,191.0,197.0,-7751366.0,-7.0,7.0,-7,215,0.0
829,190.0,214.0,-12925014.0,-1.0,12.0,14,210,0.0
830,239.0,193.0,-16228475.0,-13.0,9.0,-10,236,1.0
831,219.0,206.0,-17860659.0,-6.0,5.0,3,233,1.0
832,207.0,207.0,8825694.0,1.0,19.0,-22,220,0.0
833,228.0,234.0,-24230706.0,-8.0,8.0,-20,226,1.0
834,213.0,220.0,30266033.0,10.0,20.0,7,201,0.0
835,207.0,191.0,-2250694.0,3.0,12.0,8,234,1.0
836,202.0,219.0,35801075.0,14.0,12.0,5,217,0.0
837,213.0,193.0,20394031.0,6.0,12.0,18,202,0.0
838,201.0,222.0,15975179.0,0.0,15.0,-19,211,0.0
839,230.0,219.0,-2009883.0,-5.0,8.0,-13,215,0.0
840,214.0,206.0,-6981441.0,1.0,7.0,4,206,0.0
841,221.0,218.0,9763577.0,4.0,9.0,-15,221,1.0
842,219.0,216.0,45129306.0,12.0,22.0,46,212,0.0
843,206.0,208.0,-3632748.0,0.0,12.0,16,200,0.0
844,201.0,221.0,-7018742.0,-6.0,12.0,2,200,0.0
845,215.0,215.0,14333097.0,3.0,7.0,-5,223,1.0
846,208.0,220.0,-5153839.0,0.0,8.0,8,226,1.0
847,194.0,200.0,11828381.0,5.0,13.0,5,189,0.0
848,204.0,224.0,-8798055.0,1.0,12.0,-18,234,1.0
849,204.0,224.0,26186591.0,0.0,12.0,-8,232,1.0
850,193.0,209.0,-15131934.0,9.0,16.0,3,227,1.0
851,210.0,204.0,8618138.0,5.0,19.0,-10,248,1.0
852,222.0,212.0,9533077.0,-9.0,8.0,-5,211,0.0
853,209.0,218.0,-40389346.0,-11.0,7.0,-24,220,0.0
854,210.0,198.0,17860659.0,5.0,9.0,6,202,0.0
855,206.0,221.0,44599130.0,14.0,21.0,9,191,0.0
856,206.0,198.0,-20394031.0,-7.0,5.0,-7,235,1.0
857,240.0,220.0,12269004.0,0.0,16.0,22,256,1.0
858,200.0,198.0,-28632734.0,-1.0,7.0,-5,231,1.0
859,213.0,203.0,-9177199.0,-4.0,7.0,-2,206,0.0
860,201.0,213.0,-54615812.0,3.0,12.0,2,206,0.0
861,222.0,214.0,-14790555.0,-6.0,15.0,6,240,1.0
862,218.0,196.0,14363572.0,8.0,12.0,10,204,0.0
863,207.0,210.0,724778.0,-4.0,13.0,-11,257,1.0
864,242.0,224.0,23957426.0,9.0,12.0,8,230,1.0
865,217.0,196.0,-905468.0,-5.0,7.0,-1,231,1.0
866,231.0,211.0,4338041.0,4.0,9.0,15,207,0.0
867,228.0,227.0,-19548024.0,3.0,14.0,-7,213,0.0
868,204.0,241.0,29078378.0,6.0,22.0,7,261,1.0
869,214.0,199.0,2443225.0,-5.0,7.0,-7,233,1.0
870,221.0,211.0,-52920662.0,-12.0,10.0,-3,217,0.0
871,215.0,221.0,-5153839.0,1.0,9.0,3,241,1.0
872,210.0,207.0,-1683535.0,-2.0,9.0,-12,208,0.0
873,213.0,222.0,8798055.0,-1.0,21.0,18,222,1.0
874,208.0,208.0,-616904.0,7.0,13.0,23,209,0.0
875,195.0,206.0,-2489448.0,3.0,9.0,22,226,1.0
876,217.0,224.0,5792560.0,-7.0,5.0,-23,201,0.0
877,225.0,225.0,-44519772.0,1.0,16.0,1,247,1.0
878,243.0,223.0,-16050928.0,-7.0,9.0,-11,245,1.0
879,198.0,213.0,25656539.0,5.0,17.0,-3,241,1.0
880,200.0,212.0,-15975179.0,1.0,12.0,-19,181,0.0
881,215.0,209.0,17012310.0,1.0,17.0,-17,227,1.0
882,218.0,238.0,3099343.0,3.0,22.0,32,192,0.0
883,200.0,184.0,36105794.0,1.0,16.0,26,204,0.0
884,222.0,215.0,22689930.0,11.0,12.0,18,226,1.0
885,211.0,210.0,-17910404.0,-5.0,8.0,-9,233,1.0
886,203.0,210.0,-6075973.0,7.0,13.0,11,221,1.0
887,215.0,211.0,-30338751.0,-8.0,9.0,-2,210,0.0
888,233.0,215.0,-11843649.0,-7.0,10.0,-5,221,1.0
889,213.0,193.0,10921174.0,7.0,12.0,7,187,0.0
890,220.0,217.0,-4606445.0,-3.0,10.0,16,212,0.0
891,231.0,220.0,-5538942.0,-2.0,15.0,-16,204,0.0
892,216.0,238.0,-17479956.0,0.0,9.0,-5,233,1.0
893,222.0,227.0,3731299.0,3.0,14.0,-2,244,1.0
894,225.0,212.0,32265482.0,-2.0,17.0,15,203,0.0
895,227.0,224.0,4171922.0,-2.0,5.0,-19,227,1.0
896,228.0,195.0,3033134.0,8.0,21.0,11,207,0.0
897,229.0,207.0,11820599.0,-2.0,8.0,17,191,0.0
898,213.0,215.0,-1065570.0,-10.0,7.0,6,212,0.0
899,233.0,216.0,13221954.0,7.0,17.0,9,241,1.0
900,231.0,219.0,-38370644.0,-8.0,8.0,-14,236,1.0
901,221.0,214.0,32828076.0,9.0,14.0,7,217,0.0
902,230.0,214.0,-35801075.0,-17.0,10.0,-18,218,0.0
903,224.0,217.0,19624261.0,5.0,17.0,29,217,0.0
904,203.0,212.0,-19344859.0,-5.0,12.0,-11,181,0.0
905,212.0,206.0,16158640.0,4.0,10.0,15,221,1.0
906,224.0,199.0,1802327.0,8.0,15.0,6,252,1.0
907,234.0,241.0,177547.0,8.0,9.0,-2,242,1.0
908,198.0,204.0,54615812.0,-4.0,16.0,1,203,0.0
909,220.0,225.0,-18438143.0,1.0,14.0,-3,211,0.0
910,215.0,212.0,41229450.0,9.0,17.0,17,215,0.0
911,222.0,212.0,616904.0,-8.0,5.0,5,209,0.0
912,212.0,218.0,6289980.0,4.0,21.0,28,240,1.0
913,216.0,203.0,-38587565.0,-9.0,7.0,-1,221,1.0
914,214.0,211.0,6032278.0,0.0,9.0,23,197,0.0
915,198.0,212.0,-17657503.0,-8.0,16.0,-13,197,0.0
916,228.0,201.0,21635932.0,4.0,5.0,-8,212,0.0
917,214.0,226.0,-33407905.0,-14.0,7.0,-13,221,1.0
918,224.0,222.0,8160360.0,5.0,14.0,-5,237,1.0
919,218.0,225.0,-9737910.0,-6.0,18.0,-8,210,0.0
920,222.0,214.0,12717458.0,2.0,15.0,-11,205,0.0
921,204.0,220.0,56788776.0,1.0,16.0,-18,244,1.0
922,214.0,227.0,5428375.0,-7.0,17.0,9,207,0.0
923,233.0,212.0,-24931744.0,-4.0,10.0,5,227,1.0
924,215.0,220.0,-40004434.0,-10.0,5.0,-5,223,1.0
925,219.0,201.0,-1221952.0,1.0,7.0,8,208,0.0
926,214.0,206.0,9292266.0,0.0,16.0,23,233,1.0
927,228.0,222.0,5407457.0,-11.0,5.0,-6,210,0.0
928,216.0,212.0,12445285.0,-2.0,14.0,-7,199,0.0
929,231.0,203.0,-13783644.0,-9.0,7.0,9,221,1.0
930,219.0,219.0,-15253172.0,1.0,14.0,11,209,0.0
931,225.0,208.0,-42029963.0,-12.0,10.0,-8,240,1.0
932,203.0,194.0,-10546804.0,-6.0,12.0,8,224,1.0
933,209.0,220.0,-7218396.0,-7.0,18.0,-7,197,0.0
934,222.0,220.0,-385103.0,-3.0,15.0,-9,243,1.0
935,205.0,226.0,9039365.0,1.0,24.0,3,243,1.0
936,227.0,209.0,34756195.0,-4.0,16.0,9,201,0.0
937,219.0,202.0,-12434045.0,-1.0,7.0,7,207,0.0
938,214.0,224.0,-11691212.0,-2.0,17.0,8,208,0.0
939,208.0,220.0,-25254271.0,-11.0,10.0,-7,189,0.0
940,225.0,232.0,20429364.0,7.0,14.0,-4,228,1.0
941,221.0,214.0,5124872.0,5.0,5.0,1,225,1.0
942,223.0,228.0,-9779556.0,-5.0,7.0,-17,235,1.0
943,220.0,223.0,2009883.0,5.0,16.0,3,243,1.0
944,206.0,206.0,13827339.0,-1.0,14.0,8,228,1.0
945,224.0,205.0,-17649361.0,-7.0,10.0,3,201,0.0
946,216.0,221.0,24230706.0,7.0,19.0,5,201,0.0
947,204.0,200.0,30883428.0,-3.0,18.0,-3,193,0.0
948,221.0,223.0,-22448620.0,-9.0,7.0,-16,194,0.0
949,228.0,209.0,-7142159.0,1.0,15.0,22,202,0.0
950,207.0,211.0,-12445285.0,1.0,15.0,3,181,0.0
951,192.0,220.0,-29385801.0,-5.0,13.0,-5,211,0.0
952,215.0,214.0,57741726.0,8.0,16.0,22,228,1.0
953,222.0,206.0,-253618.0,9.0,14.0,2,198,0.0
954,212.0,206.0,5161685.0,7.0,13.0,14,174,0.0
955,211.0,222.0,15253172.0,-2.0,10.0,-14,242,1.0
956,230.0,228.0,-12786077.0,-12.0,7.0,11,225,1.0
957,214.0,235.0,31088261.0,12.0,25.0,13,215,0.0
958,222.0,239.0,2828974.0,1.0,16.0,-5,237,1.0
959,201.0,216.0,8321532.0,-4.0,16.0,-10,234,1.0
960,210.0,211.0,23580089.0,4.0,18.0,24,198,0.0
961,208.0,204.0,37484920.0,11.0,19.0,16,196,0.0
962,216.0,208.0,-22350330.0,0.0,18.0,4,230,1.0
963,208.0,194.0,-19415486.0,1.0,7.0,9,229,1.0
964,216.0,233.0,385103.0,2.0,11.0,-5,221,1.0
965,194.0,214.0,-19624261.0,-7.0,9.0,-2,240,1.0
966,186.0,206.0,-9855604.0,1.0,15.0,-20,188,0.0
967,203.0,201.0,-8248937.0,2.0,13.0,1,215,0.0
968,211.0,223.0,-16755178.0,-5.0,14.0,-11,209,0.0
969,214.0,221.0,-24112653.0,-7.0,10.0,-13,215,0.0
970,231.0,221.0,4338041.0,6.0,10.0,-14,236,1.0
971,201.0,227.0,23746992.0,2.0,25.0,3,217,0.0
972,214.0,231.0,54615812.0,-2.0,16.0,9,207,0.0
973,209.0,228.0,241310.0,2.0,13.0,-8,226,1.0
974,231.0,216.0,42029963.0,12.0,16.0,28,202,0.0
975,226.0,232.0,15275525.0,8.0,11.0,9,241,1.0
976,222.0,209.0,20765085.0,5.0,9.0,16,182,0.0
977,205.0,185.0,-616904.0,7.0,15.0,25,199,0.0
978,218.0,229.0,207556.0,-4.0,16.0,14,218,0.0
979,197.0,204.0,7272360.0,-8.0,5.0,-17,173,0.0
980,219.0,198.0,10194591.0,4.0,14.0,8,232,1.0
981,221.0,231.0,-22169442.0,-2.0,21.0,-19,213,0.0
982,200.0,222.0,-14790555.0,-5.0,18.0,17,233,1.0
983,212.0,199.0,-20092586.0,-3.0,10.0,6,182,0.0
984,195.0,219.0,8901361.0,2.0,20.0,3,213,0.0
985,234.0,207.0,18379086.0,9.0,10.0,7,237,1.0
986,221.0,216.0,-18193534.0,0.0,7.0,34,194,0.0
987,207.0,209.0,6849041.0,6.0,16.0,8,218,0.0
988,199.0,223.0,22350330.0,0.0,16.0,27,231,1.0
989,207.0,220.0,20647649.0,-1.0,16.0,10,198,0.0
990,217.0,199.0,2904426.0,0.0,5.0,-7,251,1.0
991,204.0,220.0,20161098.0,0.0,23.0,-2,196,0.0
992,208.0,211.0,10915131.0,-8.0,9.0,-23,217,0.0
993,199.0,220.0,-30266033.0,-11.0,7.0,-23,187,0.0
994,224.0,216.0,27119174.0,14.0,11.0,26,234,1.0
995,212.0,215.0,-14890422.0,-6.0,13.0,14,240,1.0
996,227.0,223.0,-20218930.0,-1.0,13.0,6,212,0.0
997,200.0,208.0,-1141618.0,-4.0,21.0,-17,215,0.0
998,227.0,222.0,-35851130.0,-12.0,8.0,-26,238,1.0
999,214.0,218.0,12326117.0,2.0,27.0,16,202,0.0
1000,201.0,182.0,4682679.0,-8.0,5.0,-18,224,1.0
1001,216.0,209.0,52920662.0,12.0,16.0,5,207,0.0
1002,215.0,228.0,-27402975.0,2.0,18.0,16,214,0.0
1003,229.0,221.0,-36905091.0,-9.0,5.0,-12,226,1.0
1004,216.0,223.0,-28568747.0,-16.0,9.0,-14,218,0.0
1005,226.0,230.0,-13830482.0,-5.0,8.0,-6,218,0.0
1006,222.0,230.0,-15275525.0,-9.0,13.0,9,215,0.0
1007,224.0,203.0,-5157132.0,-2.0,21.0,4,234,1.0
1008,231.0,204.0,3316264.0,2.0,8.0,-13,207,0.0
1009,195.0,209.0,-1382054.0,-3.0,16.0,-3,199,0.0
1010,236.0,220.0,-15843372.0,-13.0,10.0,-22,236,1.0
1011,211.0,203.0,12180427.0,10.0,14.0,36,180,0.0
1012,200.0,192.0,-8621959.0,0.0,16.0,31,189,0.0
1013,218.0,212.0,10481020.0,-7.0,19.0,-5,227,1.0
1014,215.0,215.0,-10722330.0,4.0,23.0,-1,249,1.0
1015,218.0,230.0,44176356.0,8.0,25.0,11,223,1.0
1016,206.0,213.0,-7751366.0,-8.0,7.0,9,243,1.0
1017,211.0,202.0,-68632425.0,-9.0,10.0,4,242,1.0
1018,231.0,217.0,-13254214.0,-4.0,5.0,-12,246,1.0
1019,219.0,210.0,-6757056.0,5.0,11.0,7,233,1.0
1020,212.0,229.0,17657503.0,6.0,27.0,5,197,0.0
1021,196.0,221.0,-38101824.0,-5.0,17.0,-7,205,0.0
1022,224.0,204.0,19415486.0,-2.0,5.0,-1,221,1.0
1023,219.0,214.0,3632748.0,-4.0,8.0,-8,228,1.0
1024,210.0,233.0,14495379.0,1.0,18.0,8,218,0.0
1025,195.0,223.0,8160360.0,6.0,14.0,5,191,0.0
1026,202.0,208.0,14363572.0,13.0,16.0,28,204,0.0
1027,215.0,214.0,56020005.0,15.0,25.0,-5,191,0.0
1028,222.0,225.0,-56788776.0,-2.0,13.0,-1,183,0.0
1029,204.0,213.0,25979035.0,4.0,17.0,8,234,1.0
1030,214.0,229.0,-15467179.0,-9.0,7.0,-9,175,0.0
1031,212.0,219.0,-10915131.0,8.0,17.0,4,236,1.0
1032,200.0,211.0,39167394.0,14.0,23.0,7,237,1.0
1033,223.0,209.0,10598647.0,-2.0,9.0,8,220,0.0
1034,220.0,217.0,-13622926.0,-7.0,9.0,-5,223,1.0
1035,223.0,209.0,5407457.0,-14.0,5.0,7,195,0.0
1036,219.0,201.0,11828381.0,6.0,15.0,5,239,1.0
1037,208.0,215.0,-20486477.0,-9.0,21.0,-6,208,0.0
1038,231.0,222.0,-11620424.0,-3.0,8.0,23,225,1.0
1039,234.0,214.0,-45129306.0,-18.0,10.0,-15,233,1.0
1040,216.0,212.0,7353220.0,3.0,18.0,13,187,0.0
1041,201.0,213.0,-3528062.0,-1.0,14.0,16,218,0.0
1042,188.0,209.0,25254271.0,11.0,16.0,6,200,0.0
1043,208.0,207.0,30883428.0,-4.0,20.0,7,211,0.0
1044,205.0,220.0,-14287823.0,-5.0,17.0,-13,231,1.0
1045,203.0,215.0,-8798055.0,-1.0,14.0,-9,249,1.0
1046,203.0,207.0,-11447112.0,-5.0,21.0,19,197,0.0
1047,214.0,227.0,579829.0,4.0,23.0,-7,257,1.0
1048,221.0,198.0,-7594887.0,-1.0,9.0,3,233,1.0
1049,217.0,222.0,-1109881.0,0.0,18.0,7,241,1.0
1050,215.0,211.0,3555018.0,5.0,17.0,10,210,0.0
1051,207.0,219.0,41513251.0,-7.0,17.0,8,290,1.0
1052,220.0,223.0,4538216.0,2.0,8.0,18,202,0.0
1053,226.0,220.0,-15253172.0,2.0,17.0,14,202,0.0
1054,214.0,201.0,-33876230.0,-9.0,11.0,-16,196,0.0
1055,204.0,224.0,-23746992.0,-1.0,14.0,14,164,0.0
1056,229.0,238.0,-17360897.0,-2.0,24.0,1,199,0.0
1057,230.0,224.0,8859448.0,6.0,14.0,14,232,1.0
1058,211.0,213.0,9779556.0,5.0,21.0,10,220,0.0
1059,202.0,211.0,-33407905.0,-15.0,7.0,-7,179,0.0
1060,221.0,207.0,-22985531.0,-12.0,10.0,-27,203,0.0
1061,201.0,222.0,-3369680.0,-2.0,19.0,-4,226,1.0
1062,206.0,208.0,9238700.0,9.0,16.0,-5,193,0.0
1063,224.0,213.0,-4338041.0,-5.0,9.0,-6,216,0.0
1064,238.0,227.0,-14008029.0,-12.0,9.0,-33,237,1.0
1065,203.0,219.0,-26766420.0,-6.0,18.0,3,261,1.0
1066,235.0,236.0,50983064.0,3.0,17.0,21,217,0.0
1067,230.0,225.0,902325.0,2.0,15.0,-7,247,1.0
1068,203.0,210.0,8713986.0,-4.0,21.0,4,188,0.0
1069,215.0,212.0,-18510018.0,8.0,17.0,14,224,1.0
1070,202.0,213.0,-14009082.0,7.0,14.0,8,188,0.0
1071,232.0,220.0,-3256846.0,5.0,12.0,61,219,0.0
1072,189.0,204.0,-10921174.0,-10.0,8.0,-7,231,1.0
1073,191.0,212.0,10722900.0,6.0,30.0,4,196,0.0
1074,209.0,208.0,12269004.0,3.0,21.0,3,253,1.0
1075,202.0,207.0,6075973.0,-9.0,7.0,-20,216,0.0
1076,210.0,199.0,-16015571.0,-3.0,11.0,15,195,0.0
1077,240.0,217.0,-14732807.0,-7.0,9.0,-13,223,1.0
1078,236.0,220.0,15843372.0,15.0,18.0,25,215,0.0
1079,204.0,198.0,40004434.0,12.0,26.0,12,200,0.0
1080,217.0,222.0,-11542960.0,4.0,17.0,5,213,0.0
1081,213.0,217.0,-18151714.0,-9.0,8.0,-4,212,0.0
1082,209.0,214.0,-15711763.0,3.0,18.0,6,204,0.0
1083,203.0,203.0,5669685.0,1.0,19.0,-5,205,0.0
1084,188.0,210.0,7018742.0,4.0,14.0,4,244,1.0
1085,235.0,234.0,28568747.0,15.0,24.0,4,228,1.0
1086,220.0,235.0,19162921.0,-7.0,20.0,-8,208,0.0
1087,216.0,209.0,-14936688.0,-6.0,8.0,-4,200,0.0
1088,206.0,204.0,20765085.0,6.0,11.0,22,212,0.0
1089,199.0,207.0,20486477.0,6.0,30.0,23,205,0.0
1090,222.0,215.0,20682982.0,-4.0,5.0,-7,193,0.0
1091,225.0,190.0,9201887.0,5.0,7.0,6,204,0.0
1092,210.0,220.0,-21784462.0,-4.0,18.0,12,228,1.0
1093,219.0,220.0,-1802327.0,-11.0,9.0,-7,235,1.0
1094,209.0,220.0,30765734.0,4.0,26.0,-19,201,0.0
1095,198.0,202.0,28583559.0,14.0,30.0,19,217,0.0
1096,205.0,205.0,-53233758.0,3.0,17.0,6,220,0.0
1097,225.0,214.0,-4429061.0,-7.0,16.0,3,209,0.0
1098,204.0,222.0,11691212.0,1.0,18.0,-3,213,0.0
1099,198.0,200.0,-35559765.0,-11.0,11.0,-11,197,0.0
1100,228.0,227.0,26558864.0,10.0,24.0,-11,223,1.0
1101,223.0,204.0,28632734.0,2.0,20.0,-4,198,0.0
1102,203.0,228.0,11620424.0,2.0,13.0,9,265,1.0
1103,200.0,217.0,22032581.0,4.0,11.0,6,218,0.0
1104,240.0,208.0,3274444.0,13.0,15.0,-8,194,0.0
1105,212.0,234.0,-13102561.0,-3.0,18.0,19,227,1.0
1106,214.0,199.0,-24669066.0,-15.0,10.0,-8,196,0.0
1107,202.0,193.0,40621338.0,2.0,26.0,-11,173,0.0
1108,208.0,210.0,31487985.0,15.0,30.0,32,204,0.0
1109,225.0,226.0,-902325.0,-3.0,19.0,7,203,0.0
1110,220.0,241.0,41898354.0,-3.0,17.0,19,177,0.0
1111,213.0,226.0,-17116797.0,-3.0,21.0,-4,210,0.0
1112,214.0,201.0,-14333097.0,-1.0,11.0,-6,200,0.0
1113,229.0,221.0,26381317.0,3.0,24.0,4,224,1.0
1114,209.0,199.0,14009082.0,-9.0,20.0,10,222,1.0
1115,216.0,229.0,2535714.0,-4.0,13.0,-13,223,1.0
1116,202.0,205.0,-2489448.0,4.0,14.0,10,196,0.0
1117,203.0,204.0,-8702819.0,-11.0,6.0,5,211,0.0
1118,217.0,201.0,19785504.0,12.0,15.0,12,240,1.0
1119,218.0,212.0,-4839158.0,1.0,7.0,-7,215,0.0
1120,225.0,233.0,-3632748.0,7.0,18.0,17,219,0.0
1121,219.0,209.0,-16050928.0,-12.0,10.0,-12,210,0.0
1122,189.0,201.0,-10305494.0,0.0,18.0,-3,191,0.0
1123,208.0,213.0,-12405865.0,2.0,11.0,11,195,0.0
1124,204.0,194.0,28176053.0,5.0,26.0,-9,223,1.0
1125,208.0,202.0,55521280.0,8.0,17.0,11,195,0.0
1126,190.0,190.0,-15398667.0,-13.0,11.0,-3,209,0.0
1127,211.0,221.0,-20647649.0,3.0,14.0,4,202,0.0
1128,225.0,229.0,1998958.0,-11.0,6.0,-10,192,0.0
1129,214.0,219.0,2621418.0,3.0,20.0,5,209,0.0
1130,219.0,208.0,-21467978.0,-14.0,9.0,-1,185,0.0
1131,201.0,211.0,33708431.0,22.0,30.0,1,207,0.0
1132,201.0,213.0,-16000303.0,-4.0,14.0,-2,246,1.0
1133,218.0,216.0,25801488.0,-1.0,18.0,-1,251,1.0
1134,214.0,192.0,6981441.0,0.0,7.0,-8,172,0.0
1135,206.0,215.0,14287823.0,4.0,21.0,9,201,0.0
1136,205.0,192.0,-7272360.0,9.0,18.0,10,204,0.0
1137,217.0,223.0,-17940726.0,-7.0,28.0,11,209,0.0
1138,202.0,217.0,43700681.0,10.0,17.0,-1,219,0.0
1139,200.0,209.0,-16226869.0,-6.0,9.0,-6,224,1.0
1140,201.0,193.0,-56020005.0,-15.0,11.0,-16,208,0.0
1141,207.0,211.0,17012310.0,0.0,20.0,14,200,0.0
1142,217.0,186.0,-4077015.0,0.0,6.0,6,182,0.0
1143,217.0,218.0,-8944486.0,-10.0,11.0,-12,204,0.0
1144,225.0,201.0,-33170950.0,-7.0,10.0,19,207,0.0
1145,211.0,226.0,15253172.0,-5.0,13.0,-17,221,1.0
1146,207.0,211.0,12400974.0,12.0,20.0,11,185,0.0
1147,224.0,239.0,-724778.0,4.0,14.0,3,253,1.0
1148,213.0,196.0,45129306.0,19.0,27.0,10,224,1.0
1149,201.0,207.0,11542960.0,-5.0,20.0,-7,215,0.0
1150,211.0,209.0,11843649.0,6.0,14.0,-1,167,0.0
1151,211.0,228.0,10546804.0,3.0,16.0,-24,218,0.0
1152,213.0,212.0,-28808009.0,-4.0,21.0,-5,213,0.0
1153,207.0,199.0,8702819.0,11.0,21.0,15,211,0.0
1154,209.0,221.0,-12326117.0,-2.0,14.0,17,183,0.0
1155,211.0,205.0,-16158640.0,-5.0,10.0,6,234,1.0
1156,206.0,212.0,-26766420.0,-4.0,20.0,6,218,0.0
1157,203.0,201.0,-26896353.0,-13.0,9.0,6,224,1.0
1158,216.0,230.0,11720507.0,2.0,14.0,3,211,0.0
1159,204.0,204.0,-1682965.0,10.0,30.0,16,224,1.0
1160,219.0,207.0,-5331386.0,-10.0,20.0,3,223,1.0
1161,219.0,212.0,52616854.0,8.0,17.0,3,199,0.0
1162,204.0,210.0,-7715813.0,-2.0,18.0,4,208,0.0
1163,209.0,194.0,-2443225.0,3.0,9.0,-24,170,0.0
1164,212.0,218.0,-3099343.0,-3.0,19.0,-4,218,0.0
1165,211.0,228.0,-10915131.0,12.0,20.0,26,216,0.0
1166,202.0,187.0,10890699.0,-4.0,10.0,3,191,0.0
1167,204.0,207.0,13410622.0,6.0,19.0,7,227,1.0
1168,207.0,199.0,-52616854.0,-9.0,6.0,-29,201,0.0
1169,195.0,219.0,19859617.0,-3.0,13.0,-7,223,1.0
1170,207.0,203.0,-20429364.0,-12.0,14.0,10,234,1.0
1171,218.0,202.0,-8413978.0,7.0,21.0,28,218,0.0
1172,198.0,182.0,5759489.0,0.0,8.0,5,205,0.0
1173,212.0,212.0,17940726.0,6.0,24.0,18,174,0.0
1174,214.0,208.0,-19548024.0,6.0,20.0,4,234,1.0
1175,213.0,214.0,-8681901.0,1.0,14.0,4,196,0.0
1176,209.0,220.0,3369680.0,6.0,30.0,2,190,0.0
1177,204.0,215.0,-40621338.0,-3.0,20.0,20,232,1.0
1178,220.0,211.0,2912208.0,10.0,18.0,-8,230,1.0
1179,205.0,211.0,-1687356.0,4.0,19.0,22,212,0.0
1180,196.0,199.0,22448620.0,8.0,28.0,7,215,0.0
1181,207.0,202.0,19543133.0,9.0,13.0,7,219,0.0
1182,205.0,206.0,-23957426.0,-8.0,14.0,-17,209,0.0
1183,195.0,194.0,32526631.0,2.0,6.0,-1,187,0.0
1184,199.0,198.0,-50983064.0,-7.0,9.0,24,220,0.0
1185,211.0,202.0,-9177199.0,-5.0,8.0,-37,237,1.0
1186,202.0,226.0,-12717458.0,-2.0,21.0,2,262,1.0
1187,209.0,195.0,-13221954.0,-13.0,10.0,-19,225,1.0
1188,197.0,208.0,38101824.0,5.0,24.0,19,165,0.0
1189,207.0,208.0,30266524.0,6.0,20.0,-6,200,0.0
1190,222.0,224.0,-11820599.0,3.0,10.0,-28,220,0.0
1191,210.0,216.0,31907352.0,6.0,28.0,-6,246,1.0
1192,201.0,211.0,-8321532.0,8.0,30.0,-6,210,0.0
1193,228.0,226.0,-177547.0,-8.0,20.0,-19,249,1.0
1194,221.0,226.0,-10194591.0,-5.0,9.0,-13,217,0.0
1195,193.0,203.0,-8956437.0,4.0,14.0,11,221,1.0
1196,204.0,210.0,19544194.0,10.0,28.0,-6,218,0.0
1197,213.0,198.0,13871118.0,-6.0,14.0,-6,240,1.0
1198,206.0,218.0,-13410622.0,-7.0,14.0,-15,209,0.0
1199,196.0,204.0,-1349599.0,-10.0,6.0,13,247,1.0
1200,221.0,225.0,-316484.0,13.0,21.0,12,206,0.0
1201,225.0,205.0,-45129306.0,-19.0,10.0,-17,217,0.0
1202,169.0,189.0,33407905.0,17.0,24.0,11,213,0.0
1203,213.0,200.0,11820599.0,-3.0,13.0,9,219,0.0
1204,212.0,209.0,-14110276.0,3.0,15.0,6,170,0.0
1205,216.0,215.0,-19624261.0,-9.0,13.0,-10,206,0.0
1206,233.0,229.0,2828974.0,-1.0,20.0,-13,213,0.0
1207,202.0,210.0,15711763.0,-1.0,18.0,-22,208,0.0
1208,211.0,204.0,7751366.0,8.0,19.0,16,188,0.0
1209,231.0,200.0,3274444.0,12.0,17.0,19,207,0.0
1210,225.0,222.0,-9084710.0,-10.0,9.0,-14,232,1.0
1211,190.0,202.0,32273013.0,19.0,14.0,13,183,0.0
1212,209.0,204.0,1998958.0,-13.0,8.0,-8,234,1.0
1213,214.0,207.0,3442398.0,5.0,9.0,-27,221,1.0
1214,210.0,237.0,-13871118.0,6.0,21.0,-26,212,0.0
1215,214.0,197.0,-32755481.0,-14.0,14.0,-6,204,0.0
1216,204.0,223.0,-30765734.0,-2.0,20.0,40,198,0.0
1217,198.0,190.0,10722330.0,-4.0,20.0,12,214,0.0
1218,211.0,224.0,10628021.0,11.0,28.0,13,207,0.0
1219,231.0,216.0,-20765085.0,-8.0,10.0,-32,206,0.0
1220,226.0,220.0,9084710.0,10.0,21.0,-12,208,0.0
1221,228.0,213.0,15097978.0,2.0,20.0,-15,215,0.0
1222,210.0,204.0,15131934.0,-9.0,18.0,7,225,1.0
1223,220.0,234.0,8681901.0,-2.0,17.0,6,218,0.0
1224,217.0,223.0,-8160360.0,-10.0,24.0,24,220,0.0
1225,226.0,204.0,20394031.0,10.0,21.0,14,260,1.0
1226,233.0,204.0,-26189509.0,-7.0,8.0,9,193,0.0
1227,216.0,233.0,-13827339.0,4.0,22.0,35,225,1.0
1228,195.0,222.0,15975179.0,-1.0,21.0,9,195,0.0
1229,208.0,198.0,-44599130.0,-21.0,13.0,13,179,0.0
1230,235.0,216.0,23746992.0,-4.0,29.0,21,205,0.0
1231,208.0,226.0,-54615812.0,4.0,22.0,27,233,1.0
1232,201.0,220.0,17116797.0,4.0,21.0,-2,192,0.0
1233,199.0,204.0,7218396.0,11.0,25.0,8,220,0.0
1234,221.0,213.0,7715813.0,2.0,28.0,6,220,0.0
1235,214.0,210.0,11335404.0,2.0,21.0,-18,178,0.0
1236,200.0,207.0,8798055.0,4.0,31.0,3,205,0.0
1237,216.0,226.0,27666391.0,-1.0,21.0,8,224,1.0
